tips,ll,lng,lat,clean_stem,lem_words,lem_type
"Not worth ducking the oyster touch in & out policy, DLR trains are checked (annoyingly) regularly. Also the ETAs for trains on the downstairs screens are often incorrect - best to check TFL online!","51.4742748058,-0.022506415844",51.4742748058,51.4742748058,"[worth, duck, oyster, touch, polici, dlr, train, check, annoyingli, regularli, also, eta, train, downstair, screen, often, incorrect, best, check, tfl, onlin]",not worth duck oyster touch out policy dlr train be check annoyingly regularly also eta train downstairs screen be often incorrect best check tfl online,RB JJ VB NN NN JJ NN NN NN VB VB RB RB RB NN NN NN NN VB RB JJ RB VB NN JJ
"If you're going to fart in the lift, at least do it silently.","51.5125351642,-0.0398468971252",51.5125351642,51.5125351642,"[go, fart, lift, least, silent]",be go fart lift least do silently,VB VB VB NN JJ VB RB
"Deptford was the birthplace of the Royal Navy, with royal docks established here by Henry VIII in 1513. Francis Drake set off in the Golden Hinde to circumnavigate the globe from here in 1577.","51.4788170951,-0.0263071060181",51.4788170951,51.4788170951,"[deptford, wa, birthplac, royal, navi, royal, dock, establish, henri, viii, franci, drake, set, golden, hind, circumnavig, globe]",deptford be birthplace royal navy royal dock establish here henry viii francis drake set golden hinde circumnavigate globe here,NN VB NN JJ NN JJ NN VB RB NN NN NN NN NN JJ NN VB NN RB
Not a lot of choices here. East or West on the District. Take your pick.,"51.5403351726,0.127061442224",51.5403351726,51.5403351726,"[lot, choic, east, west, district, take, pick]",not lot choice here east west district take pick,RB NN NN RB JJ VB NN VB NN
Upney!? Up yours!!,"51.5382974073,0.100624420808",51.5382974073,51.5382974073,[upney],upney,NN
The classical music being played is to make young hoodies reluctant to hang around the station. (Fear the day of hoodies with taste that are encouraged by such measures.),"51.5415845516,0.146745409399",51.5415845516,51.5415845516,"[classic, music, play, make, young, hoodi, reluct, hang, around, station, fear, day, hoodi, tast, encourag, measur]",classical music be play be make young hoody reluctant hang station fear day hoody taste be encourage such measure,JJ NN VB VB VB VB JJ NN JJ VB NN VB NN NN NN VB VB JJ NN
"Only ever pass through, do not stop","51.5441112048,0.165448120027",51.5441112048,51.5441112048,"[onli, ever, pass, stop]",only ever pass do not stop,RB RB VB VB RB VB
"Stop here for fried chicken. Not that it's good, it's just that you'll pick up the stench passing through so you might as well have or on your breath as well as your clothes.","51.5397586135,0.0804481738007",51.5397586135,51.5397586135,"[stop, fri, chicken, good, pick, stench, pass, might, well, breath, well, cloth]",stop here fried chicken not be good be just pick stench pass as well have breath as well clothe,VB RB JJ NN RB VB JJ VB RB VB NN VB RB RB VB NN RB RB NN
"If heading westbound on the Hammersmith & City Line and you're not pressed for time, travel one stop eastbound to Barking first, then head west and bag yourself a near-guaranteed seat for the journey","51.539191328,0.0518357387039",51.539191328,51.539191328,"[head, westbound, hammersmith, citi, line, press, time, travel, one, stop, eastbound, bark, first, head, west, bag, seat, journey]",head westbound hammersmith city line be not press time travel stop eastbound bark first then head west bag near guarantee seat journey,VB JJ NN NN NN VB RB VB NN NN VB NN VB JJ RB JJ NN NN RB VB NN NN
Sick of it. Lol,"51.5352919603,0.0345969004213",51.5352919603,51.5352919603,"[sick, lol]",sick,JJ
Great underground station accessible to Chadwell Heath and Goodmayes customers. You just have to take a bus :),"51.5757611676,0.0899570684775",51.5757611676,51.5757611676,"[great, underground, station, access, chadwel, heath, goodmay, custom, take, bu]",great underground station accessible chadwell heath goodmayes customer just have take bus,JJ NN NN JJ VB NN JJ NN RB VB VB NN
"Look out for the signs that this was once a London, Tilbury and Southend station.","51.5312884056,0.0172212458223",51.5312884056,51.5312884056,"[look, sign, thi, wa, onc, london, tilburi, southend, station]",look sign be once london tilbury southend station,VB NN VB RB NN NN NN NN
Recunnect Ltd organizes senior networking events in the pharma and maritime sector.,"51.5539500371,0.218463854851",51.5539500371,51.5539500371,"[recunnect, ltd, organ, senior, network, event, pharma, maritim, sector]",recunnect ltd organize senior networking event pharma maritime sector,NN NN VB JJ JJ NN NN JJ NN
"You can change here for DLR to Woolwich Arsenal via City Airport and for Jubilee Line, and soon DLR to Stratford International","51.5140159627,0.00824096103343",51.5140159627,51.5140159627,"[chang, dlr, woolwich, arsen, via, citi, airport, jubile, line, soon, dlr, stratford, intern]",change here dlr arsenal city airport jubilee line soon dlr stratford international,VB RB NN NN NN NN NN NN RB VB VB JJ
At around 7:42 on weekdays there is an empty train to Wembly Park on the Jubilee line because it comes straight from the depot.,"51.5285222219,0.00516612610354",51.5285222219,51.5285222219,"[around, weekday, empti, train, wembl, park, jubile, line, becaus, come, straight, depot]",weekday be empty train wembly park jubilee line come straight depot,NN VB JJ NN RB NN NN NN VB RB NN
A two-way tube line but the station has three platfoms,"51.5003947239,0.00361561775208",51.5003947239,51.5003947239,"[tube, line, station, ha, three, platfom]",way tube line station have platfom,NN NN NN NN VB NN
"If you happen to see all three elevators working, remember that rare moment and say thank you to the staff.","51.5766022715,0.0664068318675",51.5766022715,51.5766022715,"[happen, see, three, elev, work, rememb, rare, moment, say, thank, staff]",happen see elevator remember rare moment say thank staff,VB VB NN VB JJ NN VB NN NN
"The large bridge to the north of the station, over the Jubilee Line, carries Thames Water's Northern Outfall Sewer.","51.5274019891,0.00448764848792",51.5274019891,51.5274019891,"[larg, bridg, north, station, jubile, line, carri, thame, water, northern, outfal, sewer]",large bridge north station jubilee line carry thame water northern outfall sewer,JJ NN NN NN NN NN VB NN NN JJ JJ NN
Watch football matches at the Barkingside Rec next door from the platform bridge,"51.5853918142,0.0885901875075",51.5853918142,51.5853918142,"[watch, footbal, match, barkingsid, rec, next, door, platform, bridg]",watch football match barkingside rec next door platform bridge,NN NN NN JJ NN JJ NN NN NN
"If travelling Westbound, walk down the platform before the train arrives and you'll probably get a seat.","51.5763010948,0.0453668832779",51.5763010948,51.5763010948,"[travel, westbound, walk, platform, befor, train, arriv, probabl, get, seat]",travel westbound walk platform train arrive probably get seat,VB JJ NN NN NN VB RB VB NN
See people running for the jubilee line? Join in!,"51.5411384945,-0.00321921218331",51.5411384945,51.5411384945,"[see, peopl, run, jubile, line, join]",see person run jubilee line join,VB NN VB NN NN VB
There's no ham on the Hammersmith and City line :(,"51.5246965166,-0.0121051819578",51.5246965166,51.5246965166,"[ham, hammersmith, citi, line]",ham hammersmith city line,NN NN NN NN
Surely a candidate for most impressive London Underground station.,"51.5035883873,-0.019020048608",51.5035883873,51.5035883873,"[sure, candid, impress, london, underground, station]",surely candidate most impressive london underground station,RB NN RB JJ NN NN NN
RIP Dan Harris (@gecko84) who was knocked over by an Olympic bus on 01/08/12. He once stole mayor of this station from me. I had fun battling against him for mayor xxx,"51.5756958336,0.0286919033154",51.5756958336,51.5756958336,"[rip, dan, harri, wa, knock, olymp, bu, onc, stole, mayor, thi, station, fun, battl, mayor, xxx]",rip dan harris gecko be knock olympic bus once steal mayor station have fun battle mayor xxx,VB NN NN NN VB VB JJ NN RB VB NN NN VB NN VB NN NN
In the subway you can see murals about the films of Alfred Hitchcock.,"51.5684840499,0.00843929434343",51.5684840499,51.5684840499,"[subway, see, mural, film, alfr, hitchcock]",subway see mural film alfred hitchcock,NN VB NN NN NN NN
"A rare tube station with toilets on platform! Men's on the Eastbound, Women's on the Westbound.","51.5567491075,-0.00522842400487",51.5567491075,51.5567491075,"[rare, tube, station, toilet, platform, men, eastbound, women, westbound]",rare tube station toilet platform man eastbound woman westbound,JJ NN NN NN NN NN NN NN JJ
"Don't bother keeping left, it's like all crazy at Bow Road station.","51.5269583473,-0.0251574882527",51.5269583473,51.5269583473,"[bother, keep, left, like, crazi, bow, road, station]",don keep left be crazy bow road station,VB VB VB VB JJ NN NN NN
If you see a westbound train crossing the bridge you have 1 minute until the next eastbound train departs,"51.5814862813,0.0244745340296",51.5814862813,51.5814862813,"[see, westbound, train, cross, bridg, minut, next, eastbound, train, depart]",see westbound train cross bridge have minute next eastbound train depart,VB JJ NN VB NN VB NN JJ NN NN VB
"Turn right when you exit. Head down the 2nd road on your right (Southern Grove) and pay a visit to a very cool place...Tower Hamlets Cemetery Park. It will blow you away, a gem in the Borough.","51.5253068793,-0.0334587794533",51.5253068793,51.5253068793,"[turn, right, exit, head, road, right, southern, grove, pay, visit, veri, cool, place, tower, hamlet, cemeteri, park, blow, away, gem, borough]",turn right exit head road right southern grove pay visit very cool place tower hamlet cemetery park blow away gem borough,NN RB NN NN NN NN JJ NN VB NN RB JJ NN NN NN NN NN VB RB NN NN
The Ladies Waiting Room is sooo warm for tube waiting in the winter time!,"51.5915383618,0.0274055033727",51.5915383618,51.5915383618,"[ladi, wait, room, sooo, warm, tube, wait, winter, time]",lady wait room be sooo warm tube wait winter time,NN VB NN VB RB JJ NN VB NN NN
Don't expect the District Line to actually turn up when you need it. That would be foolish.,"51.5218604827,-0.0467305043941",51.5218604827,51.5218604827,"[expect, district, line, actual, turn, need, would, foolish]",don expect district line actually turn need be foolish,VB VB NN NN RB VB VB VB JJ
Goes from Cranham to Romford very frequently.,"51.5615932191,0.218585768252",51.5615932191,51.5615932191,"[goe, cranham, romford, veri, frequent]",go cranham romford very frequently,VB NN VB RB RB
Check out the original Banksy on the ground floor and ask someone about its story,"51.5137008052,-0.134307422716",51.5137008052,51.5137008052,"[check, origin, banksi, ground, floor, ask, someon, stori]",check original banksy ground floor ask someone story,NN JJ NN JJ NN VB NN NN
Try the Dial Arch for a few good beers,"51.4959325186,0.0708951467169",51.4959325186,51.4959325186,"[tri, dial, arch, good, beer]",try dial arch few good beer,VB NN NN JJ JJ NN
James Bond's Q-Boat re-enters the Thames directly opposite the O2 Arena/Millenium Dome from Cape Henry Court in The World Is Not Enough (1999).,"51.5080880516,0.00836849212646",51.5080880516,51.5080880516,"[jame, bond, thame, directli, opposit, dome, cape, henri, court, world, enough]",james bond boat re enter thame directly arena millenium dome cape henry court world be not enough,NN NN NN NN VB NN RB NN NN NN NN NN NN NN VB RB RB
"Try saying ""gren ich"" not ""green witch"" if you're a tourist","51.4836813036,-0.00924825668335",51.4836813036,51.4836813036,"[tri, say, gren, ich, green, witch, tourist]",try say gren ich not green witch be tourist,NN VB NN JJ RB JJ NN VB NN
"Next to the North Greenwich Pier, formerly named QEII Pier after Queen Elizabeth II, is Antony Gormley's Quantum Cloud. It is meant to show a human being if viewed from the correct angle.","51.5020920708,0.00878743278531",51.5020920708,51.5020920708,"[next, north, greenwich, pier, formerli, name, qeii, pier, queen, elizabeth, ii, antoni, gormley, quantum, cloud, meant, show, human, view, correct, angl]",next north greenwich pier formerly name qeii pier queen elizabeth ii be antony gormley quantum cloud be mean show human be view correct angle,JJ RB JJ NN RB VB JJ NN NN NN NN VB NN NN NN VB VB VB VB JJ VB VB JJ NN
Thames Clippers now take Oyster cards.,"51.505311734,-0.0287039014846",51.505311734,51.505311734,"[thame, clipper, take, oyster, card]",thame clippers now take oyster card,VB NN RB VB NN NN
Ferries run regularly so there is only a short wait,"51.4945774915,0.0612266813673",51.4945774915,51.4945774915,"[ferri, run, regularli, onli, short, wait]",ferry run regularly be only short wait,NN VB RB VB RB JJ NN
"22 August: In Victorian times, Erith attempted to style itself as an upmarket pleasure resort, with visitors arriving by paddle steamer to its deep water pier from Central London.","51.4818174964,0.18603045618",51.4818174964,51.4818174964,"[august, victorian, time, erith, attempt, style, upmarket, pleasur, resort, visitor, arriv, paddl, steamer, deep, water, pier, central, london]",august victorian time attempted style upmarket pleasure resort visitor arrive paddle steamer deep water pier central london,JJ JJ NN JJ NN JJ NN NN NN VB NN NN JJ NN NN JJ NN
